formation_year,year,month,Mkt_RF,ME,IA,ROE
2018,2018,8,0.29702828,-0.12075572614757311,0.054354181893359305,0.12842509775176658
2018,2018,9,0.46979258,0.15873048323661074,-0.025223508914246406,-0.14501962636352728
2018,2018,10,-0.10007606,-0.07141198240705143,0.036977746935554334,0.12190543277674651
2018,2018,11,-0.12832889,0.1375298804100901,0.017517647407161614,-0.03230264408359371
2018,2018,12,-0.01805021,0.041627172666316305,0.017301047661340475,-0.00632358278176081
2018,2019,1,-0.01373464,0.11960865163990687,-0.07011336475956051,-0.05187176712007537
2018,2019,2,0.04555199,-0.013158835440874966,0.05697860423886862,0.014489352247755286
2018,2019,3,0.16649118,0.05914631397659807,0.10007125874994444,-0.008901096166679612
2018,2019,4,0.11762345,0.08839334773615497,-0.09436037919802193,-0.14476930972398905
2018,2019,5,0.06565089,0.16465788067316808,0.010936553730015203,0.018715350505509598
2018,2019,6,0.0652188,0.11077687411682363,0.06640399240645639,-0.039731238459787516
2019,2019,7,-0.00821082,0.08907958365249977,-0.11835942439426855,-0.061303156927588226
2019,2019,8,0.10198438,0.13757517098495603,-0.1798838395412492,-0.14193800920907262
2019,2019,9,0.12349989,0.11718391989783994,-0.07848553822241444,-0.06867258836501602
2019,2019,10,-0.09979847,-0.035873687914758576,0.04469863136391562,0.06011291938647448
2019,2019,11,0.04382192,0.07445314175551317,-0.06408498846995922,-0.08452237144412143
2019,2019,12,0.2075678,0.019305777854684986,-0.04636021265099333,-0.11710086822822152
2019,2020,1,0.1968509,-0.015177938960796583,0.024513177717122775,0.04424856752731299
2019,2020,2,0.07550656,0.10542124827689767,-0.02669202791648416,-0.07962199379586879
2019,2020,3,0.05004038,-0.001911300474835391,-0.1039473080954712,-0.27710784795093923
2019,2020,4,0.63247489,-0.542319835785178,0.26769266189330854,0.16196134636197734
2019,2020,5,0.26740801,-0.1832161698336146,0.04356666211990334,0.19348621044580888
2019,2020,6,0.83924966,-0.3547780939270575,0.39471692347506193,0.13868429970047214
2020,2020,7,0.4361505,-0.31464488761894804,0.06220210468266987,0.04753786650883818
2020,2020,8,-0.21650569,0.13262450461658826,-0.1861422837386536,0.06626473706979283
2020,2020,9,-0.25878822,-0.05296808699672651,-0.16303571029118813,-0.10397288711600666
2020,2020,10,-0.01824145,0.07534025784020695,0.17021232200160508,0.0706287855937646
2020,2020,11,0.11530317,-0.08293407554458147,0.04248141835950542,0.06615217250028083
2020,2020,12,-0.39378282,0.1704401511603109,-0.09119167657041889,-0.24871625480575107
2020,2021,1,-0.24712553,0.08212853875617032,-0.05193841756125589,-0.051219024909872804
2020,2021,2,-0.12014639,0.03962083944545122,-0.07112609118815072,-0.16753057657641995
2020,2021,3,0.00826918,-0.07974486965387807,0.03083326772626818,0.017884949669876405
2020,2021,4,-0.12251209,0.10713221813402321,-0.015167629111037265,0.002476234890434678
2020,2021,5,-0.22162057,0.015322671317039953,-0.07244406862920033,-0.01965105304833767
2020,2021,6,0.07235186,-0.26374364502094005,-0.038907140441311605,0.10177048193803179
2021,2021,7,0.08340678,-0.040229779550355685,0.05328201172229427,0.03829431447573668
2021,2021,8,0.06638701,0.018041147137079883,-0.07971644572447209,-0.10191266827642098
2021,2021,9,-0.0577851,-0.020500441288109968,0.052630009707955866,0.09573199446890279
2021,2021,10,-0.118995,-0.09334151548803174,-0.05046040522415421,0.04146296026095944
2021,2021,11,-0.01567171,0.020951352506998467,-0.05714000244280285,-0.2150525003520267
2021,2021,12,-0.03475856,-0.14557567667674745,-0.04932594081668975,0.13236682826457435
2021,2022,1,-0.11008267,-0.05708364814751062,-0.00771911822680095,0.004482461218681066
2021,2022,2,-0.04588347,0.018968582389742382,-0.062040747667284034,0.06567960694719238
2021,2022,3,0.06356022,0.03417385304585264,0.018050878092126826,-0.1286745265296466
2021,2022,4,0.0898548,0.05137640809959873,-0.019442871660560218,-0.05700194159513601
2021,2022,5,-0.02736564,-0.15938233176224884,-0.4409626459831437,-0.35425877976610465
2021,2022,6,-0.04408814,0.0034820349032890965,-0.0088008365966381,-0.026265262654483368
2022,2022,7,-0.08816708,-0.03520870893805584,0.07502558316311872,0.09439440094565124
2022,2022,8,-0.0370483,0.11671227776734214,-0.12270654959462424,-0.13408674627530873
2022,2022,9,-0.08779195,0.012693314781650956,-0.011030666016872331,-0.025077502906946977
2022,2022,10,-0.07956218,-0.08413485523614966,0.06038898392154897,-0.042080997917368135
2022,2022,11,0.09760921,0.024649680343180533,-0.04431487190367403,-0.0657702521651728
2022,2022,12,0.10293419,0.0187334254772561,0.019315205180736386,0.00045734878097559994
2022,2023,1,-0.04409852,0.06500459321346758,-0.04686689919328062,-0.0016310396566949423
2022,2023,2,0.15761088,-0.18733316842690473,0.03160438343226343,-0.025121841385360263
2022,2023,3,0.05958172,0.09251035126034429,-0.017521612319675473,-0.06093110590419304
2022,2023,4,0.19087613,0.109338072222894,-0.15816363409041265,-0.12415612495545902
2022,2023,5,-0.10744832,0.050391847293043135,-0.05466323571318893,-0.057193262428706995
2022,2023,6,-0.07901061,0.033562232718419266,-0.024792290654879045,0.028961725759802843
2023,2023,7,-0.11206172,0.03998736491897548,-0.006905024699118481,0.046492341694984896
2023,2023,8,0.04242931,-0.04112289454303711,-0.009910976965003215,0.02285159597537987
2023,2023,9,-0.02706185,-0.00999090588932039,-0.040306575946535944,0.02309029014939725
2023,2023,10,-0.07445101,-0.04039604020604158,0.030616542755015658,-0.037354030961150655
2023,2023,11,0.02492846,0.04850488367805279,0.00029184054678260685,-0.05890787577160539
2023,2023,12,0.04103304,-0.0012402246223692237,-0.051751579425888705,-0.0010062433214355765
2023,2024,1,-0.05900872,-0.03354153601911229,-0.0658433207176503,-0.04827755108315348
2023,2024,2,-0.08947417,0.023654093124711367,-0.019724611657819795,-0.017386890406827303
2023,2024,3,0.0194249,-0.03492350240784789,0.04865240289859045,0.021764826672060596
2023,2024,4,-0.01583711,-0.04780396546926538,-0.01675976696997443,0.03891047434139721
2023,2024,5,-0.10359517,-0.0164586761732909,0.009520415062808346,0.015821687548785962
2023,2024,6,-0.04118085,0.011800628027133053,-0.006105834384288904,0.039920512495758766
2024,2024,7,-0.02737086,-0.03819347518259031,0.00036034923010539247,0.06812405920846533
2024,2024,8,-0.01055113,-0.031721254690352904,-0.028118960292650888,0.0005217374722007026
2024,2024,9,-0.01175611,0.0657168752085965,0.0377316127831162,-0.08337003039021926
2024,2024,10,-0.05654119,-0.05024820295674145,0.02075152986826341,-0.014306991641233252
2024,2024,11,0.1548091,-0.03494820464586522,-0.04092498279989748,-0.021932018297662587
2024,2024,12,0.12472974,-0.09139514074772292,-0.06399388062328008,0.03796812962261241
2024,2025,1,-0.00504591,0.03799196060161371,0.04482099019227939,0.0878983997244083
2024,2025,2,-0.01279902,-0.056903393460874474,-0.009496569571323641,0.02395496116394
2024,2025,3,-0.1089457,-0.01453808819020317,-0.002646373125384849,-0.019186844162474945
2024,2025,4,0.07582619,0.05460695712543197,0.04460523003371783,-0.07099778050135418
2024,2025,5,-0.0665467,0.06448193509305108,0.02809616236151933,0.010165387247718198
2024,2025,6,-0.13664532,0.01583605725038105,-0.047166904353647676,-0.03274160484302799
2025,2025,7,-0.06853734,-0.0229390273870566,0.03456750240696743,0.08931357638747753
2025,2025,8,-0.12396207,-0.04172586627359348,-0.059930119289722944,-0.06852014584203556
2025,2025,9,0.11555132,-0.08386183601913008,-0.028128067368703102,0.012256338860365479
2025,2025,10,0.16906794,-0.04935897336466083,0.044961942523350146,0.00844839002895248
2025,2025,11,0.00037332,0.03220558069813217,0.06897646791698675,-0.006074119806858243
2025,2025,12,0.21240517,-0.05412052699965718,-0.04954372347262559,-0.04972236785827214
2025,2026,1,-0.07180252,-0.016610143341811733,0.14221406312764429,0.040910443716187406
2025,2026,2,-0.08834984,-0.013620145421331331,-0.014354249156047896,-0.008125630638472756
2025,2026,5,0.15775468,-0.05866301718047064,-0.06019846204508239,0.016694339217789678
2025,2026,6,0.1869479,0.026146900076775226,-0.0046263334863749506,-0.07119055408123856
