formation_year,year,month,Mkt_RF,SMB,HML,RMW,CMA,P_CMA_BA,P_CMA_BC,P_CMA_BN,P_CMA_SA,P_CMA_SC,P_CMA_SN,P_HML_BH,P_HML_BL,P_HML_BN,P_HML_SH,P_HML_SL,P_HML_SN,P_RMW_BN,P_RMW_BR,P_RMW_BW,P_RMW_SN,P_RMW_SR,P_RMW_SW
2011,2011,10,-0.05662563,0.04677681,-0.01109972,-0.0184326,-0.09418813,0.02383716,-0.05233376,-0.02850381,0.06352828,-0.04867707,0.03838031,-0.02608341,-0.04816646,-0.02513401,0.02001299,0.06429549,-0.00537477,-0.05260731,-0.00959289,-0.00934121,0.01057004,0.00685841,0.04347193
2011,2011,11,-0.25494558,0.10882823,0.06613999,0.02908368,-0.14663714,-0.04987783,-0.28305553,-0.07066706,-0.00650143,-0.06659802,-0.02472759,-0.09575096,-0.26042831,-0.08929889,-0.02025804,0.01213932,-0.05633077,-0.28103131,-0.07433057,-0.06544595,-0.01028258,-0.02541065,-0.09246262
2011,2011,12,0.30132601,-0.06106591,-0.14338917,0.0255188,0.17874792,0.08132404,0.35941913,0.04958481,0.02825468,0.10765543,0.13426226,0.03802857,0.34504268,0.00992658,0.11260407,0.09236829,0.08072465,0.3564677,0.08001943,0.06493162,0.07681775,0.11920701,0.08325722
2011,2012,1,0.14379134,-0.07123635,-0.03935874,-0.02276419,0.08754416,-0.02343038,0.18677972,0.00268592,0.01975795,-0.01536382,0.01133182,0.07052877,0.16629522,0.06152646,-0.00553657,-0.02258554,0.01053287,0.18423924,0.00090801,0.00075187,0.02803148,-0.03134752,0.014337
2011,2012,2,0.12081548,-0.03227067,-0.10391528,-0.02768132,0.08079432,-0.02955648,0.15697112,0.02209833,0.01389347,-0.01104549,0.01574373,-0.02172257,0.1516266,-0.02644434,0.0112122,0.0456936,-0.00431982,0.15625857,-0.0350541,0.01746083,0.00057551,0.01330054,0.01614824
2011,2012,3,-0.0818743,0.05757456,0.06638376,-0.01158948,-0.04766319,0.06537363,-0.09893941,0.06772233,0.03693666,0.10592334,0.05720543,0.05420711,-0.08866392,0.05931624,0.06814512,0.07824863,0.057218,-0.09962711,0.05170032,0.07036933,0.07186571,0.05978835,0.06429831
2011,2012,4,-0.02026292,0.001571,0.02096488,0.04386939,-0.0205181,-0.01363466,-0.00870125,-0.01190764,0.02962919,-0.01634041,-0.01454151,0.00498481,-0.0107807,0.00054188,0.02178944,-0.00437481,-0.01880807,-0.00773671,0.04576498,-0.02682839,0.00457008,-0.00046858,-0.01561399
2011,2012,5,-0.06512986,0.00892725,0.07423706,0.03604299,-0.06108557,0.01056016,-0.06643711,0.02082697,0.033934,-0.01123987,-0.02059013,-0.03114982,-0.06229079,0.01650554,0.04076229,-0.07657087,-0.01432056,-0.06584593,0.03949026,0.009154,-0.02811008,0.03452175,-0.00722797
2011,2012,6,-0.11132623,0.02707928,0.04695246,0.03193212,-0.02843812,-0.08495933,-0.12588589,-0.07643532,-0.05074819,-0.06669787,-0.06491996,-0.05167866,-0.10937809,-0.08991415,-0.04191007,-0.07811557,-0.06634558,-0.12176032,-0.05853378,-0.08599054,-0.05912404,-0.04827691,-0.08468439
2012,2012,7,-0.11862754,0.08237015,0.08353989,0.00594837,0.03085514,-0.0205245,-0.02596495,-0.12707896,-0.00227012,0.0648806,0.03354521,-0.0045189,-0.11625822,-0.05678428,0.03449679,-0.02084367,0.04434055,-0.12645993,0.01712177,-0.02699396,0.0344754,0.01651282,0.0487318
2012,2012,8,-0.10240704,0.05329525,0.08173061,0.04474961,0.04228446,-0.03625522,-0.0027906,-0.1070638,-0.00369269,0.04741161,0.00022964,0.02352967,-0.10367095,-0.00800256,-0.00060763,-0.03686822,0.02567074,-0.10335903,-0.01664847,-0.03644927,-0.01963241,0.07306718,0.00336876
2012,2012,9,0.33641275,-0.13263624,-0.03757641,0.05086373,0.03428826,0.11262036,0.20453921,0.38929771,0.14220225,0.11885992,0.13161502,0.24022405,0.36131277,0.25381252,0.1440558,0.0981199,0.1326766,0.38105143,0.25487828,0.15517265,0.13246687,0.13060413,0.12858229
2012,2012,10,-0.01521084,0.02833521,0.05142119,0.07460479,0.03297951,0.0472665,0.09496872,-0.02020495,0.07309742,0.09135423,0.07768248,0.03950893,-0.01570854,0.08497115,0.08687166,0.03924675,0.0789605,-0.02174428,0.15963428,0.05555184,0.07810057,0.09953702,0.05440988
2012,2012,11,0.00605008,0.01995156,0.01403734,-0.00163145,0.09023703,-0.04060319,0.11755926,0.01298871,0.01310621,0.03541781,0.07527237,0.07680769,0.01643784,0.0102977,0.03883606,0.07113124,0.04621467,0.01756818,0.05867093,-0.0017185,0.0445455,0.02969825,0.09335058
2012,2012,12,0.08992097,-0.11052124,0.06981597,0.10808833,0.12321015,0.00739056,0.19291572,0.10160697,-0.01430798,0.04658717,-0.00817959,0.11985313,0.09065978,0.19743274,0.04711056,-0.06332803,-0.00194936,0.11250065,0.15603317,0.01578126,0.00503508,0.03221987,-0.04370487
2012,2013,1,-0.03813972,0.03295955,0.02287133,0.011543,0.00373485,-0.02903538,-0.01676808,-0.0264551,0.01794417,0.01314658,-0.00330853,0.00703197,-0.02220723,-0.06419656,-0.00397895,-0.02048242,0.01131778,-0.02132247,-0.0417575,-0.04937103,0.00046981,0.01645932,0.00098684
2012,2013,2,-0.04836272,0.04185067,0.05430713,-0.04702847,0.00453459,0.05202036,0.02630904,-0.0526662,0.01396907,0.04874956,0.06306698,0.00401221,-0.04154327,0.00271244,0.11352963,0.05047085,0.02659668,-0.06938334,0.01370719,0.14141616,0.04327989,0.06361496,0.02996294
2012,2013,3,0.0013137,0.03764305,0.04909649,-0.00624696,0.03864637,0.02659588,0.02777185,0.01057258,0.02963601,0.10575278,0.05155928,0.04839973,0.01077583,0.03147995,0.10457811,0.04400903,0.05466762,0.00856013,0.01681326,0.04091844,0.08004381,0.05101986,0.03940859
2012,2013,4,0.02646823,0.09065848,0.0221234,-0.07502899,-0.07879645,0.245622,0.06841758,0.01341228,0.11289374,0.13250525,0.22537611,0.08594624,0.02897395,0.11512957,0.19818586,0.21091134,0.16662923,0.02042902,0.07582324,0.13026495,0.15537349,0.15122693,0.24684321
2012,2013,5,0.06914392,0.13710533,-0.12299766,0.11151725,-0.04042781,0.13688073,0.01829422,0.08267237,0.22285159,0.26058248,0.13236665,-0.00197558,0.08534524,0.05604775,0.16646152,0.32513602,0.17461906,0.08639354,0.10846156,0.04201944,0.12981158,0.29642537,0.139833
2012,2013,6,0.11309384,0.11333764,0.05666069,0.01863851,-0.02520668,0.17045058,0.13956549,0.11912126,0.23354775,0.21401948,0.3005742,0.21966881,0.12068838,0.14511945,0.2974765,0.28313554,0.24306153,0.12203667,0.11854866,0.14406182,0.32285896,0.24370804,0.18091787
2013,2013,7,0.20390913,0.1102429,0.10309303,0.0460179,0.07205321,0.17880147,0.26485639,0.13570568,0.26091447,0.31896596,0.30523022,0.18487625,0.23214668,0.1065688,0.39560488,0.14214837,0.33623672,0.25570883,0.12898161,0.15847894,0.29351919,0.35361203,0.2320789
