formation_year,year,month,Mkt_RF,SMB,HML,RMW,CMA,P_CMA_BA,P_CMA_BC,P_CMA_BN,P_CMA_SA,P_CMA_SC,P_CMA_SN,P_HML_BH,P_HML_BL,P_HML_BN,P_HML_SH,P_HML_SL,P_HML_SN,P_RMW_BN,P_RMW_BR,P_RMW_BW,P_RMW_SN,P_RMW_SR,P_RMW_SW
2013,2013,8,-0.08783884,0.12394369,0.04753021,-0.05633319,-0.0281594,-0.00381297,-0.09783531,-0.05783592,0.07246251,0.11016606,0.05732578,0.02819959,-0.08746431,-0.0304633,0.05940384,0.08000733,0.07881809,-0.13776686,-0.02862658,0.0361961,0.07894487,0.07555571,0.12339942
2013,2013,9,0.11193607,-0.03169093,-0.0211259,-0.03778609,0.03704043,0.05825229,0.11344337,0.10438945,0.05777133,0.07666111,0.09309061,0.09395872,0.12427177,0.13945151,0.08148064,0.09341938,0.07887214,0.11093036,0.11797473,0.15372224,0.07197975,0.06903821,0.10886288
2013,2013,10,0.12320381,-0.0436117,-0.02670951,-0.04079366,0.07205715,0.02137132,0.15809518,0.09309571,0.06572239,0.07311282,0.03957398,0.11281248,0.14615181,0.0743797,0.07834373,0.09842343,0.05092215,0.14426536,0.08165769,0.13496227,0.06014525,0.03987984,0.06816259
2013,2013,11,0.10837408,0.06306166,0.03398378,-0.13645247,-0.24451767,0.4443122,0.05496539,0.17119872,0.27320212,0.1735136,0.24974003,0.17354677,0.10511453,0.20607496,0.21407973,0.21454441,0.21556844,0.07684485,0.05744386,0.2205405,0.25869116,0.18422447,0.29403278
2013,2013,12,0.1523987,0.10949422,-0.13142078,-0.11990147,0.00467498,0.15909152,0.19358178,0.09172417,0.24965258,0.22451227,0.21813133,-0.00467381,0.17937917,0.11658512,0.1971426,0.27593116,0.19601834,0.2073076,0.03358979,0.1139187,0.2138107,0.1706395,0.33011353
2013,2014,1,-0.10861982,0.04479818,-0.00233905,-0.05855748,-0.05912729,-0.11479933,-0.1112613,-0.04950426,0.07992248,-0.04187013,-0.11626729,-0.09592937,-0.10510285,-0.03597205,-0.03404752,-0.02019593,-0.05595504,-0.13059907,-0.01916411,-0.04978472,-0.07495661,-0.09664948,0.05108609
2013,2014,2,-0.07382911,-0.01061566,0.02028454,0.03078253,0.02719829,-0.04748292,-0.07464167,-0.02069292,-0.09978664,-0.0182313,-0.06055922,-0.0191302,-0.06559505,-0.0470336,-0.05334174,-0.04744599,-0.04775223,-0.07296333,-0.03451856,-0.04039645,-0.05158289,-0.04180421,-0.09749138
2013,2014,3,-0.06758093,0.01698882,0.05459667,0.01059213,-0.05215163,0.01474992,-0.08270486,0.00630092,-0.01247722,-0.0193257,-0.01702516,0.02012404,-0.06491232,-0.01522215,0.00295684,-0.02120015,-0.01079436,-0.06464917,-0.04447357,-0.04028027,-0.03559104,0.01033313,-0.01504443
2013,2014,4,-0.02753458,-0.03871092,0.0203278,0.01295365,-0.02855377,-0.02976454,-0.02023708,0.01836158,-0.01116645,-0.07780145,-0.03081932,-0.00476839,-0.02095034,0.02531516,-0.04604076,-0.07051441,-0.03432846,-0.02666902,-0.00171765,0.00487118,-0.02366913,-0.03856066,-0.07105679
2013,2014,5,-0.07198381,0.02562007,0.03046313,-0.023202,-0.08279841,0.01316712,-0.07795414,-0.03658072,0.04794361,-0.02653195,-0.056412,-0.03516875,-0.06448651,-0.03348549,0.0015719,-0.03003661,-0.03274305,-0.07130296,-0.01821381,-0.04810682,-0.05322679,-0.03420679,0.04209022
2013,2014,6,-0.06418413,-0.00522133,-0.01717389,0.05787382,0.04418883,-0.09191855,-0.04129838,-0.07666663,-0.10861594,-0.07085843,-0.04319186,-0.05833481,-0.04676374,-0.08417995,-0.0673073,-0.0445306,-0.06877591,-0.03224334,-0.03709085,-0.09367654,-0.05186614,-0.04742831,-0.10659026
2014,2014,7,0.18641308,-0.09223029,-0.05603,-0.01943513,-0.00444594,0.04687213,0.06040486,0.2517785,0.04597042,0.02354582,0.07102187,0.09796898,0.22520044,0.07822056,0.05439681,0.03922536,0.0523484,0.29093858,0.10302111,0.12160251,0.04444701,0.04734527,0.06763413
2014,2014,8,-0.05783414,0.04657666,0.02476737,-0.04165394,0.0078478,-0.01258476,-0.00755585,-0.06016031,0.00739301,0.0180597,0.01195879,-0.04868026,-0.0513895,-0.00767184,0.0296622,-0.0171633,0.0085402,-0.08272101,-0.02364397,-0.01183971,0.03283292,-0.02492221,0.04658141
2014,2014,9,-0.05326019,0.07572717,0.03508388,0.03514798,0.00155883,0.00198657,-0.02483253,-0.05220409,0.02632974,0.05626649,0.05979229,-0.01023066,-0.04848824,-0.02448734,0.06293846,0.03102828,0.05771305,-0.06004225,0.01422919,-0.03448029,0.04944063,0.06053621,0.03894973
2014,2014,10,0.00752342,0.01747195,0.01782228,-0.0716691,-0.05295728,0.08560232,0.01891043,0.01148249,0.06506975,0.02584708,0.04148465,0.05875358,0.01517214,0.01519606,0.03258893,0.04052582,0.04906746,0.00473083,0.00648057,0.03824011,0.06224102,-0.00829365,0.103285
2014,2014,11,0.00471989,0.01336643,-0.0023097,0.0021989,-0.10338817,0.05446315,-0.05238194,0.02762044,0.06179473,-0.03813652,0.02559006,-0.05837422,0.02901039,-0.03127643,0.0411773,-0.04158792,0.0149576,0.06036107,-0.01192294,-0.02764775,0.00621401,0.01440669,0.0257337
2014,2014,12,-0.07244438,0.01256527,-0.03100564,0.0136905,0.05373952,-0.06662515,-0.04155756,-0.06452816,-0.09824827,-0.01583682,-0.04791453,-0.05080149,-0.06512965,-0.03364573,-0.04737401,0.02896543,-0.06843685,-0.05772067,-0.05531902,-0.06594772,-0.07501741,-0.02378647,-0.04053877
2014,2015,1,-0.09226172,-0.017757,-0.02111675,-0.00614301,0.04647848,-0.07976154,-0.03986987,-0.09014215,-0.12925959,-0.0761943,-0.09347201,-0.08215466,-0.08409251,-0.04426243,-0.07664697,-0.03247561,-0.12304196,-0.10897444,-0.0873211,-0.04607624,-0.1159588,-0.07322993,-0.10218877
2014,2015,2,-0.04718739,0.02054306,-0.02033961,-0.0202684,-0.04726634,0.00362803,-0.05330216,-0.03591043,0.00504152,-0.03256097,-0.01081343,-0.02100263,-0.03768884,-0.0324294,-0.03511729,0.02224813,-0.01382161,-0.03277015,-0.02330246,-0.04199455,-0.00830893,-0.03789065,0.02133823
